case_id,week,popwght,state,dma,nielsen,countyc,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,l2a,c1,c2,c1a,qnco1,qnco3,healask,heal1,heal2,heal3,heal4,heal5,heal6,heal7,heal8,heal9_1,heal9_2,heal9_3,heal9_4,heal9min,heal9hr,heal10_1,heal10_2,heal10_3,heal10_4,heal10min,heal10hr,heal11,heal12,heal13,heal14,heal15,heal16,heal17,heal18,heal19,heal20,heal21,ha22v1,heal22,heal23,heal24,heal25,heal26,ha27rot,heal27a,heal27b,heal27c,heal27d,heal27e,heal27f,heal27g,heal28,heal29,heal30,heal31,ha32rot,heal32a,heal32b,heal32c,heal32d,heal33a,heal33b,heal33c,heal33d,heal33e,heal33f,heal33g,heal34,heal35,heal36,ha37rot,heal37a,heal37b,heal37c,heal37d,heal37e,heal37f,heal37g,heal38,heal39,heal40,heal41,heal42,heal43,heal44,heal45,heal46,heal47,heal48,heal49,heal50_01,heal50_02,heal50_03,heal50_04,heal50_05,heal50_06,heal50_07,heal50_08,heal50_09,heal50_10,heal50_11,heal50_12,heal50_13,heal50_14,heal50_15,heal50_16,heal50_17,heal51,heal52,heal53,ha54rot,heal54,ha55rot,ha55rot2,heal55a,heal55b,heal55c,heal55d,heal55e,heal55f,heal55g,heal55h,heal56,heal57,heal58,bmi
10000211,809,0.2515, , ,B, ,3,4, ,1,6,1,3,1,0,1,0,2,0, , , , , ,11,7, , , , , , , , ,1,52, ,4,6,3,4,1,2,3,1,0,2,90,1,1,2, , ,1,3,49,3,2,1,0,3,2,3, ,5,1,0,0,0,30, ,1,0,0,0,15, ,2,4,2,4,2,2,1,1,1,1,1,2,1,2,1, ,2,BGFACDE,2,2,2,2,2,2,2,1,2,1,1,ABDC,2,2,2,2,2,2,2,2,1,2,2, , ,1,GBFDECA,2,2,2,2,2,2,2,3,2,1,1, ,2,1,3,1,3,1,1, , , , , , , , , , , , , , , , , , , ,1,1,3,1,FDHCAEGB,2,2,2,2,2,2,2,2,3,2,1,18.1
10000217,607,0.1208, , ,A, ,2,3, ,1,6,6,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,54, ,2,2,2,1,2,1,5,1,0,1,90,1,2, , , , , , ,2,4,15,15,3,1,3, ,2,0,1,0,0, ,2,1,0,0,0,2, ,2,98,2,4,1,1,1,1,1,2,1,2,1,1,1, ,1,FGCABED,2,2,2,2,2,2,2,1,1,1,2,CDAB,2,2,2,2,2,1,1,1,1,2,2, , ,1,BDAECGF,2,2,2,2,2,2,2,4,2,2,1, ,2,2,4,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,3,1,GCHABDEF,2,2,2,2,2,2,2,2,3,1, ,31.5
10000235,607,0.4443, , ,A, ,2,4, ,2,3,4,6,2,1,1,0,1,3, , , , , ,9, , , , ,5,1,1, , ,1,30, ,2,1,3,4,9,2,2,2,0,2,2,3,1,3, , ,0,3,10,3,4,15,25,1,2,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,2,1,2,3,1,2,2,2,1, ,2,1,2,1,1, ,2,BCGEDAF,2,2,2,2,2,2,2,1,1,1,1,DCAB,2,2,2,1,2,2,2,1,2,2,2, , ,1,CEAGBFD,2,2,2,1,1,2,2,1,2,2,1, ,3,4,4,1,4,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,8,2,3,2,ADCBHEGF,2,2,2,2,1,8,2,2,3,2,2,19.9
10000244,607,0.3348, , ,A, ,1,1, ,1,6,1,4,4,0,4, , , , , , , , , , , , , , , , , , ,2,73, ,2,12,2,4,2,1,4,1,0,2,15,1,1,1, , ,1, , ,2,2,0,2,3,1,3, ,5,1,0,0,0,30, ,0,1,0,0, ,1,1,1,2,4,1,1,1,1,1,8,1,4,1,2,1, ,2,DBGEFCA,1,2,2,2,2,2,1,1,2,1,2,BADC,2,2,2,2,1,2,1,2,2,2,2, , ,1,GECADFB,2,2,2,2,2,2,2,4,2,1,1, ,1,4,3,3,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,1,1,BEAFCHGD,2,2,2,2,2,2,2,2,3,2,9,33.3
10000256,607,0.2297, , ,C, ,5,3, ,1,3,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,69, ,2,4,2,1,2,2,4,1,0,1,1,1,1,2, , ,3, , ,2,2,2,0,3,2,3, ,3,0,1,0,0, ,1,1,0,0,0,15, ,2,2,2,4,1,1,1,1,1,2,1,4,2,2,1, ,2,EGCDABF,2,2,2,2,2,2,2,1,2,1,2,BADC,2,2,2,2,1,1,2,1,2,2,1, , ,1,CBDFGEA,2,2,2,2,2,2,2,4,2,1,1, ,2,3,3,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,CFDHBEAG,2,2,2,2,2,2,2,2,3,1, ,30.7
10000258,607,0.4815, , ,A, ,3,3, ,1,3,1,3,2,1,1,1,0,0,17, , , , , , , , , , , , , , ,1,49, ,3,7,3,3,3,2,2,1,0,2,15,1,1,2, , ,1,1, ,3,1,2,15,3,1,3, ,1,0,1,0,0, ,1,0,1,0,0, ,8,2,5,2,4,2,2,1,1,1,2,1,2,1,2,2, ,2,EBCAGFD,2,2,2,1,2,2,2,1,2,1,3,CBAD,1,1,2,1,1,2,2,2,2,2,2, , ,1,BEDGCFA,2,2,2,2,2,2,2,2,2,1,1, ,5,1,2,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,2,2,EDGACHFB,3,3,3,3,3,3,3,3,7,1, ,99.9
10000264,809,0.5468, , ,A, ,3,1, ,1,6,1,6,5,3,2,1,0,0,13, , , , , , , , , , , , , , ,1,46, ,3,5,3,4,2,1,2,1,0,2,2,1,1,2, , ,1,1, ,3,3,0,0,3,2,3, ,2,1,0,0,0,45, ,0,1,0,0, ,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1, ,2,BFEGCDA,1,2,2,2,2,2,1,1,2,2, ,BDAC,2,2,2,2,1,2,2,2,2,2,2, , ,1,EFACDGB,2,2,2,2,2,2,2,2,2,1,1, ,2,1,4,3,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,2,2,AHDEGCFB,2,2,2,2,2,2,2,2,1,1, ,29
10000273,607,0.8401, , ,A, ,2,3, ,2,3,1,4,3,1,2,0,0,1, , , , , , , , , , ,4, , , , ,2,45, ,2,12,5,4,3,1,2,2,0,2,6,3,1,2, , ,1,3,19,3,5,30,20,2,2,3, ,0,0,0,0,0, , ,1,0,0,0,15, ,1,6,2,4,1,1,1,2,1,2,1,2,2,1,2, ,2,DCEGFAB,2,2,1,1,2,1,2,1,1,1,2,CDBA,2,2,2,2,2,2,2,2,2,2,2,1, , ,DCABGEF,2,2,2,2,1,1,2,1,2,1,1, ,2,1,4,1,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,BFHGECAD,1,1,1,1,3,1,1,1,2,2,2,21.6
10000278,607,0.149, , ,A, ,2,1, ,2,5,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,76, ,2,2,2,2,2,2,3,1,0,1,15,1,2, , , , , , ,2,3,2,0,3,2,3, ,1,1,0,0,0,30, ,1,0,0,0,30, ,1,2,2,1,1,2,1,2,1,1,1,4,1,1,1, ,2,CDFBAEG,2,1,2,2,2,2,1,1,2,2, ,CBAD,2,2,2,2,2,2,1,1,2,2,2, , ,1,DGBFECA,2,2,2,1,1,2,2,2,2,1,1, ,1,2,4,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,3,2,DFBEHCGA,2,2,2,2,3,2,3,2,3,1, ,31
10000293,607,0.1191, , ,D, ,5,3, ,2,6,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,53, ,1,1,2,1,2,2,1,1,0,1,1,1,1,3, , ,4, , ,2,5,14,0,2,2,3, ,4,1,0,0,0,45, ,0,1,0,0, ,2,1,4,2,1,1,1,1,2,1,1,1,2,2,2,2, ,1,EBCAGFD,1,1,2,2,2,2,1,1,1,1,3,DACB,1,2,1,1,2,2,1,2,2,2,1, , ,3,ADEBGCF,1,2,2,1,1,1,2,4,2,1,1, ,5,1,4,1,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,2,2,CFHAGEBD,2,1,1,1,1,2,2,1,3,1, ,38.3
10000314,607,0.2954, , ,B, ,1,3, ,2,6,5,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,54, ,5,1,2,2,3,2,1,1,0,1,97,1,1,1, , ,1, , ,2,4,1,10,3,2,3, ,5,1,0,0,0,30, ,1,0,0,0,10, ,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1, ,2,EDCBFGA,2,2,2,1,2,2,2,1,6,1,1,CDAB,1,1,1,1,2,2,2,2,1,2,2, , ,1,FGCBAED,2,1,2,1,1,1,2,2,2,1,1, ,1,2,4,1,1,1,1, , , , , , , , , , , , , , , , , , , ,1,2,3,1,EFHGBCAD,2,2,2,2,2,2,2,2,1,1, ,27.5
10000314,809,0.2044, , ,C, ,2,1, ,1,3,1,4,2,1,1,2,0,0,15,14, , , , , , , , , , , , , ,1,52, ,4,5,3,1,1,1,3,1,0,1,15,1,1,2, , ,1,1, ,3,2,0,7,3,2,3, ,5,0,1,0,0, ,1,1,0,0,0,3, ,1,3,1,4,1,1,1,1,1,1,1,2,1,1,2, ,2,DBFGCAE,2,2,2,2,2,2,2,1,2,2, ,ACDB,2,2,2,2,1,2,2,2,2,2,2, , ,1,FCBAGDE,2,2,2,2,2,2,2,4,2,1,1, ,4,1,2,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,2,2,DEFGCBAH,2,2,2,2,2,2,2,2,3,1, ,25.1
10000338,607,0.264, , ,A, ,3,3, ,1,3,1,3,3,1,2, , , , , , , , , , , , , , , , , , ,2,72, ,2,7,2,3,2,2,3,1,0,2,1,1,1,1, , ,1, , ,2,3,0,0,3,2,3, ,5,0,1,0,0, ,1,0,1,0,0, ,5,2,2,2,4,1,2,1,1,1,1,1,4,1,2,1, ,1,FGDCAEB,1,2,2,2,1,2,2,1,2,2, ,BCAD,2,2,2,2,2,2,1,2,2,2,1, , ,1,EGCBFDA,2,2,2,2,2,2,2,4,2,1,1, ,1,2,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,2,BDFCEGAH,2,2,2,2,2,2,2,2,3,1, ,22.3
10000340,607,0.394, , ,A, ,1,3, ,1,5,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,74, ,1,2,2,3,2,1,2,1,0,2,1,1,1,3, , ,0, , ,2,3,0,0,3,2,3, ,2,0,1,0,0, ,8,1,0,0,0,10, ,1,2,2,4,1,1,1,2,1,1,1,4,1,2,1, ,2,BGFCAED,1,2,2,2,1,2,2,1,2,1,2,CDBA,2,2,2,2,2,2,1,2,2,2,2, , ,1,GDFBECA,2,2,2,2,2,2,2,4,2,1,1, ,1,2,3,2,8,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,1,1,GCHBAFED,1,2,8,8,8,2,8,8,3,1, ,32.3
10000340,809,0.2462, , ,A, ,1,3, ,1,6,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,73, ,2,1,3,4,2,2,4,1,0,2,90,3,1,3, , ,0,3,40,3,4,98,98,3,1,3, ,97,0,0,0,0, , ,1,0,0,0,5, ,2,2,1,4,1,1,1,1,1,1,1,4,1,2,2, ,2,DEBAGFC,1,1,2,1,2,2,1,1,1,1,2,CABD,2,2,2,2,2,2,1,1,2,2,1, , ,1,DCABEFG,2,2,2,2,2,2,2,1,2,2,1, ,3,4,2,4,2,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,8,1,1,1,AEFGCHBD,1,2,2,2,8,8,8,1,3,2,3,43.9
10000347,607,0.1766, , ,B, ,1,1, ,2,6,2,4,2,1,1,0,0,2, , , , , , , , , , ,5,2, , , ,1,56, ,3,6,2,3,3,1,4,1,2,2,13,1,1,2, , ,2, , ,2,3,0,0,3,2,3, ,7,1,0,0,0,30, ,0,1,0,0, ,3,2,6,2,3,2,2,1,1,1,1,1,3,1,1,1, ,2,EADGCFB,2,2,1,2,2,2,2,1,2,1,2,ABDC,2,2,2,2,2,1,2,2,2,2,2, , ,8,GDFEBCA,2,2,2,2,2,2,2,3,2,1,1, ,4,3,4,3,2,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,2,1,2,DBAEGHCF,2,2,2,2,2,2,2,2,3,2,1,37.4
10000348,607,0.2808, , ,A, ,1,2, ,2,6,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,65, ,3,3,2,1,2,1,4,1,0,1,90,1,1,2, , ,1, , ,2,4,30,0,3,1,3, ,0,0,0,0,0, , ,1,0,0,0,15, ,1,3,2,1,1,1,1,2,1,1,1,4,1,1,1, ,2,GBFAEDC,1,1,1,2,2,2,2,1,1,1,2,ACDB,2,2,2,2,2,2,1,2,2,2,2, , ,1,DBCAEGF,2,2,2,2,2,2,2,3,2,1,1, ,1,1,4,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,1,2,CBEGAHDF,2,1,1,2,1,1,1,2,3,1, ,26.3
10000350,809,0.4904, , ,A, ,2,4, ,2,1,2,6,4,1,3,2,0,0,14,14, , , , , , , , , , , , , ,2,21, ,2,4,5,3,1,1,2,1,0,2,22,1,1,1, , ,1,1, ,3,1,0,2,1,2,3, ,2,1,0,0,0,45, ,1,0,0,0,7, ,2,3,1,3,2,2,2,1,1, ,1,1,2,2,2,1,2,CGABEFD,2,2,2,2,2,2,2,1,2,2, ,BACD,2,2,2,2,1,2,2,2,2,2,2, , ,1,BDAGFEC,2,2,2,2,2,2,2,2,2,1,1, ,2,2,3,3,3,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,2,1,3,2,FEACDHGB,3,2,2,2,3,3,3,2,3,2,1,23.6
10000362,607,0.4236, , ,B, ,1,3, ,2,4,1,3,1,0,1,1,1,0,15, , , , ,11, , , , , , , , , ,1,45, ,3,5,2,4,2,2,3,1,1,2,90,1,1,2, , ,1, , ,2,4,30,10,2,2,3, ,3,1,1,0,0,30,1,1,0,0,0,10, ,1,3,1,4,1,1,1,1,1,1,1,2,1,1,2, ,2,FDAGCEB,1,2,1,2,2,2,1,1,2,1,3,ABDC,2,2,2,1,1,2,2,2,2,2,2, , ,1,ACGFEDB,1,2,2,1,2,2,2,2,2,1,1, ,1,1,3,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1,1,3,2,HBGFDCEA,2,2,2,2,3,3,3,2,2,2,1,38.7
10000379,607,0.7281, , ,A, ,3,3, ,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,24, ,3,14,2,4,2,1,4,1,0,2,90,1,1,2, , ,1, , ,2,2,0,5,1,2,3, ,5,0,1,0,0, ,2,1,0,0,0,5, ,2,2,1,4,1,2,1,2,1, ,1,1,1,2,2,2,2,GBCFDEA,2,2,2,2,2,2,2,1,2,2, ,DACB,2,2,2,2,2,1,2,2,2,2,2, , ,1,DFAGECB,2,2,2,2,2,2,2,4,2,1,1, ,2,1,4,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,3,2,GCFEABDH,2,2,2,2,2,2,2,2,7,1, ,99.9
10000393,607,0.7927, , ,A, ,1,2, ,2,1,2,2,2,0,2, , , , , , , , , , , , , , , , , , ,2,19, ,2,1,2,3,2,1,4,1,0,2,11,1,1,2, , ,1, , ,2,1,0,5,1,2,3, ,2,1,1,0,0,30,1,1,0,0,0,2, ,2,5,2,4,2,2,1,1,2, ,2,1,2,2,2,1,2,FBECDAG,2,2,2,2,2,2,2,1,4,1,1,ABCD,2,2,2,2,2,2,2,1,2,2,2, , ,1,CEAFGDB,2,2,2,2,2,2,2,4,2,2,1, ,2,1,3,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,3,2,DEGBCHFA,2,2,2,2,2,2,2,2,3,2,1,22.2
10000402,607,0.1656, , ,D, ,5,1, ,2,1,6,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,35, ,2,1,2,1,3,2,4,1,0,1,22,1,1,3, , ,0, , ,2,3,0,30,3,2,2,2,7,0,1,0,0, ,2,1,0,0,0,30, ,2,1,1,4,1,2,2,2,2, ,2,1,1,1,2, ,2,GDBEACF,2,2,2,2,2,2,2,1,1,2, ,ADCB,3,3,3,3,2,2,2,2,2,2,2,1, , ,AFGCDEB,2,2,2,2,2,2,2,1,2,1,1, ,2,4,4,3,3,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,CEGDBAFH,1,1,1,1,1,1,1,1,2,1, ,23.1
10000408,607,0.9023, , ,A, ,2,4, ,2,1,1,5,5,2,3, , , , , , , , , , , , , , , , , , ,2,54, ,3,4,2,3,2,1,4,1,0,2,23,1,1,2, , ,1, , ,2,1,0,0,1,2,3, ,3,1,0,0,0,30, ,1,0,0,0,20, ,1,3,2,2,1,1,1,1,1,1,1,2,1,2,1, ,2,BAECGDF,2,2,2,2,2,1,1,1,2,2, ,BDCA,2,2,2,2,1,2,2,2,2,2,2, , ,1,BADFCEG,2,2,2,2,2,2,2,4,2,1,1, ,2,2,4,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,8,2,GFCEDBHA,2,2,2,2,2,2,2,2,3,2,1,39.2
10000413,607,0.4531, , ,A, ,3,1, ,2,1,6,5,2,0,2,0,2,1, , , , , ,7,6, , , ,1, , , , ,1,25, ,1,1,2,3,3,2,8,2,0,2,90,1,1,2, , ,2, , ,2,2,0,1,1,1,2,2,2,0,1,0,0, ,1,1,0,0,0,45, ,2,4,2,4,2,2,1,1,1, ,1,1,2,1,2,2,2,GCAEBDF,2,2,2,2,2,2,2,1,1,1,1,ABDC,2,2,2,2,2,2,2,1,2,2,2, , ,1,EGABFDC,2,2,2,2,2,2,2,4,2,1,1, ,2,3,3,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,3,2,ECHABFDG,2,2,2,2,2,2,2,2,2,1, ,22.1
10000416,607,0.199, , ,A, ,1,1, ,2,5,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,60, ,5,6,4,3,2,1,4,1,0,2,22,1,1,2, , ,2,1, ,3,2,0,4,3,2,3, ,7,1,0,0,0,2, ,1,0,0,0,5, ,2,3,2,4,1,1,1,1,1,1,1,3,1,1,1, ,2,EBAGFDC,1,1,2,2,1,2,2,1,4,1,2,BCDA,2,2,2,2,1,2,2,2,2,2,2, , ,1,GBCDAEF,2,2,2,1,2,1,2,1,2,1,1, ,3,1,3,1,1,1,2, , , , , , , , , , , , , , , , , , , ,1,2,1,1,EBFHADGC,2,3,2,2,1,3,3,2,4,1, ,21.3
10000422,607,0.1532, , ,B, ,1,2, ,2,1,7,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,60, ,2,1,2,3,2,1,3,1,0,2,97,1,2, , , , , , ,2,4,5,0,3,1,3, ,3,1,0,0,0,20, ,0,0,1,0, , ,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1, ,1,CFGDABE,1,1,1,2,2,2,2,1,1,1,1,ACDB,1,1,1,2,2,8,1,1,1,2,2, , ,1,AGFCDEB,2,2,2,2,1,2,2,3,2,1,1, ,1,2,4,2,2,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4, ,5,1,3,2,DCGAEHFB,2,2,2,2,3,3,2,3,3,2,1,26.2
10000426,809,0.5684, , ,B, ,1,3, ,1,3,2,3,3,1,2, , , , , , , , , , , , , , , , , , ,2,77, ,3,2,3,1,1,1,2,1,0,1,2,3,1,2, , ,1,3,12,3,3,30,0,2,1,3, ,1,0,1,0,0, ,1,1,0,0,0,10, ,2,2,2,1,2,2,1,1,1,2,1,4,1,2,2, ,2,AFCEDBG,1,1,2,2,2,1,2,1,2,1,2,BCAD,2,2,2,2,2,2,2,2,2,2,2,1, , ,DBFEACG,2,2,2,2,2,2,2,3,2,1,1, ,1,2,4,1,2,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,1,3,2,GBAFCEHD,1,1,1,1,1,1,1,1,2,1, ,30.3
10000429,809,0.354, , ,A, ,1,2, ,1,3,2,4,2,1,1,0,1,1, , , , , ,7, , , , ,1, , , , ,1,44, ,4,98,3,4,2,2,4,1,0,2,99,1,1,2, , ,1,1, ,3,2,7,1,1,2,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,1,3,2,4,2,2,2,1,1, ,1,2,1,1,1, ,2,BEGDCAF,2,2,2,1,2,2,2,1,2,1,2,DABC,2,1,1,2,2,1,2,2,2,2,1, , ,1,FDBCAEG,2,2,2,2,2,2,2,4,2,1,1, ,2,1,3,2,3,1,1, , , , , , , , , , , , , , , , , , , ,2,1,1,2,CADGBEFH,1,1,1,1,1,2,1,2,3,2,1,23.9
10000441,607,0.1286, , ,B, ,1,3, ,2,6,7,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,53, ,2,1,2,3,3,1,3,1,0,2,13,1,2, , , , , , ,2,4,98,0,3,1,3, ,2,0,1,0,0, ,1,0,1,0,0, ,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1, ,1,EBAFGCD,1,1,2,2,2,2,2,1,2,1,2,DBCA,2,2,2,2,2,1,1,1,2,2,2, , ,1,GBFDCAE,2,2,2,2,2,2,2,2,2,4,1, ,2,2,4,3,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,2,3,2,HGFECBDA,2,2,2,2,2,2,2,2,3,1, ,47.8
10000442,607,0.5975, , ,C, ,2,1, ,2,3,3,5,3,1,2,0,2,0, , , , , ,6,9, , , , , , , , ,1,58, ,3,2,2,2,2,2,4,1,0,1,25,1,1,3, , ,1, , ,2,5,30,15,2,1,1,1,0,0,0,0,0, , ,1,0,0,0,10, ,2,2,2,4,1,1,1,2,1,1,1,3,1,1,2, ,2,BDACGEF,1,2,2,1,2,2,2,1,2,1,2,CABD,2,2,2,2,2,1,1,1,2,2,1, , ,1,DEABFGC,2,2,2,2,2,2,2,3,2,1,1, ,2,1,3,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,3,1,BCGEHAFD,2,2,2,2,2,2,1,2,3,1, ,17
10000447,607,0.1689, , ,A, ,1,1, ,1,5,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,85, ,1,1,2,1,2,2,1,1,0,1,1,1,1,3, , ,1, , ,2,5,28,25,3,1,3, ,5,1,0,0,0,30, ,0,0,1,0, , ,1,1,1,4,1,1,1,2,1,1,1,4,1,1,1, ,1,DCEFBAG,2,2,1,2,1,2,2,1,2,1,2,DACB,2,2,2,2,8,1,1,2,2,2,2, , ,1,AGDECBF,2,2,2,2,2,2,2,1,2,3,1, ,1,3,8,3,3,2, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,1,3,1,HGEFADCB,1,2,2,1,1,2,1,1,3,2,1,27.1
10000456,607,0.9174, , ,B, ,1,2, ,2,1,8,7,3,2,1,2,2,0,15,17, , , ,10,10, , , , , , , , ,2,22, ,1,1,3,1,1,1,5,2,0,1,2,1,1,3, , ,2,3,18,3,5,30,0,2,1,2,1,2,0,1,0,0, ,2,1,0,0,0,20, ,2,1,2,1,2,2,3,2,2, ,2,1,2,2,1,2,2,FGEDACB,2,2,2,1,2,2,2,1,1,2, ,CBDA,2,1,1,2,2,2,2,2,2,2,2,1, , ,DCAEFBG,2,2,1,2,2,2,2,4,2,1,1, ,1,4,4,4,4,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,GEADCFHB,2,1,2,3,2,3,1,2,3,2,3,37.3
10000469,607,0.1354, , ,B, ,1,3, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,72, ,3,1,2,4,2,1,3,1,9,2,15,1,2, , , , , , ,2,2,0,0,3,1,1,2,0,0,0,0,0, , ,1,0,0,0,30, ,2,4,2,4,1,2,1,2,1,1,1,4,1,2,1, ,2,BGCEAFD,1,1,2,2,2,2,2,1,2,1,1,BDAC,2,2,2,2,2,2,1,2,2,2,2, , ,1,FBCGAED,2,2,2,2,2,2,2,2,2,1,1, ,1,2,4,3,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,9,2,3,1,EHDCABGF,1,1,2,2,2,2,1,2,3,2,1,22.8
10000473,607,0.0913, , ,D, ,5,3, ,1,6,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,62, ,1,1,2,1,2,2,1,1,1,1,25,1,2, , , , , , ,2,1,15,20,3,2,2,2,7,1,0,0,0,10, ,1,0,0,0,30, ,2,5,2,1,2,2,4,2,1,1,2,3,2,1,1, ,2,GCEBADF,1,2,2,2,2,2,2,1,1,1,1,CDBA,2,2,2,2,2,2,1,1,2,1,2, , ,1,DBEGFAC,2,2,2,2,2,2,2,4,2,4,1, ,5,1,4,1,1,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,2,2,1,1,HCDABFEG,1,1,1,1,1,1,1,1,2,1, ,33.5
10000489,607,0.2602, , ,B, ,1,3, ,9,5,4,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,91, ,1,99,5,4,1,2,3,1,1,2,1,1,1,2, , ,1,1, ,3,2,8,98,3,2,3, ,98,0,0,0,0, , ,0,0,1,0, , ,1,98,2,8,1,2,1,2,1,1,1,4,1,2,1, ,2,CGBFAED,1,1,2,1,1,1,2,1,3,1,2,DCBA,2,2,2,2,1,2,1,2,2,2,2, , ,1,CGBDFAE,2,2,2,2,2,2,2,4,2,1,1, ,8,4,8,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,8,1,8,1,HBECGFDA,1,8,2,8,8,8,8,2,3,1, ,27.3
10000491,607,0.3282, , ,B, ,3,4, ,1,3,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,51, ,4,99,3,3,1,2,3,1,0,2,90,1,1,2, , ,1,1, ,3,2,1,1,3,2,3, ,5,0,1,0,0, ,1,1,0,0,0,20, ,1,5,2,4,2,2,1,1,1,2,2,2,1,2,2, ,2,BCAEDFG,2,2,2,2,2,2,1,1,1,2, ,ADCB,2,2,2,2,1,2,2,2,2,2,2, , ,1,BFEDCAG,2,2,2,2,2,2,2,3,2,1,1, ,4,4,2,3,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,2,1,FCAHGDBE,2,2,2,3,2,3,3,2,3,2,1,99.9
