"","FM_STRCP","FM_TYPE","FM_STRP","TELN_FLG","CURWRKN","TELCELN","FLNGINTV","F10DVYN","FDMEDYN","FHCDVYN","FHCHMYN","FHCPHRYN","FHOSP2YN","FNMEDYN","FSRUNOUT","FSLAST","FSBALANC","FLAADLYN","FLIADLYN","FWKLIMYN","FWALKYN","FREMEMYN","FANYLYN","HOUSEOWN","FSNAP","INCGRP4","INCGRP5","FSALYN","FSEINCYN","FSSRRYN","FPENSYN","FOPENSYN","FSSIYN","FTANFYN","FOWBENYN","FINTR1YN","FDIVDYN","FCHSPYN","FINCOTYN","FSSAPLYN","FSDAPLYN","FMEDBILL","FMEDBPAY","FSAF","FHICOVYN"
"10630",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"10633",11,1,11,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10634",11,1,11,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"10635",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1
"10636",11,1,11,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1
"10637",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10638",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10639",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1
"10640",41,4,41,1,2,1,1,1,1,2,2,2,2,1,2,3,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1
"10641",44,4,44,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1
"10642",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10643",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"10644",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10645",21,2,21,1,2,1,1,1,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10646",44,4,44,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"10647",41,4,41,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2
"10648",23,2,23,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"10649",41,4,41,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"10650",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,1,1,1,2,5,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1
"10651",45,4,45,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"10653",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10654",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10655",21,2,21,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1
"10656",11,1,11,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10657",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10659",23,2,23,1,1,2,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,4,3,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1
"10660",23,2,23,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"10662",23,2,23,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10665",21,2,21,1,1,1,1,1,2,1,2,1,1,2,3,3,3,2,2,1,1,2,1,1,2,5,4,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1
"10666",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10667",41,4,41,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10668",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"10669",23,2,23,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"10670",22,2,22,1,2,1,1,1,1,2,2,1,2,1,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1
"10671",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10672",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10673",21,2,21,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10674",44,4,44,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10675",21,2,21,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1
"10677",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10678",21,2,21,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,5,4,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1
"10679",41,4,42,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2
"10680",32,3,32,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1
"10681",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10682",11,1,11,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"10683",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"10684",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,4,3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1
"10686",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1
"10687",11,1,11,1,2,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"10688",44,4,44,1,1,1,1,2,1,1,1,2,1,1,2,3,3,1,1,1,1,1,1,1,2,5,4,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1
"10689",44,4,44,1,2,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10690",45,4,45,1,2,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,1,2,1,1,2,5,4,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"10691",31,3,31,1,2,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1
"10694",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10695",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,1,2,2,2,1,1,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"10696",23,2,23,1,1,1,1,2,1,2,2,2,2,2,3,3,3,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1
"10697",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10698",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10699",21,2,21,1,2,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"10700",21,2,21,1,1,2,1,1,2,1,2,2,1,2,3,3,3,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1
"10701",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10702",11,1,11,1,2,1,1,2,1,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
"10703",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
"10705",23,2,23,1,2,2,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10706",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"10707",21,2,21,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"10708",21,2,21,1,2,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
"10709",32,3,32,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10711",44,4,44,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1
"10713",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"10714",31,3,31,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
"10715",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10717",23,2,23,1,2,1,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10719",31,3,31,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1
"10720",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10721",31,3,31,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1
"10725",11,1,11,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10726",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1
"10727",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10728",11,1,11,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"10729",21,2,21,1,2,1,4,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10730",23,2,23,1,1,1,1,1,2,2,2,1,2,2,3,3,3,2,2,1,2,2,1,1,2,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"10732",21,2,21,1,2,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1
"10733",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"10734",11,1,11,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1
"10736",43,4,42,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"10737",11,1,11,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"10738",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10740",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10741",11,1,11,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1
"10745",44,4,44,1,1,1,3,2,2,1,2,2,2,2,3,3,3,2,1,1,1,2,1,1,1,4,3,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1
"10746",11,1,11,1,2,1,1,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1
"10747",23,2,23,1,1,2,1,2,1,2,2,1,2,1,2,3,1,1,1,1,1,1,1,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1
"10749",21,2,21,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"10753",11,1,11,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"10754",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
"10755",11,1,11,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"10756",22,2,22,1,1,1,1,2,1,1,2,1,1,2,3,3,3,2,2,1,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1
"10757",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10758",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10759",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10760",44,4,44,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,2,2,4,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"10761",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10762",42,4,43,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"10763",41,4,41,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"10764",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"10765",23,2,23,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1
"10766",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"10767",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
"10769",11,1,11,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"10771",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10772",31,3,31,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"10773",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"10774",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10775",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1
"10776",23,2,23,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1
"10777",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10780",21,2,21,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"10781",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"10782",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10783",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10785",23,2,23,1,1,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10786",41,4,41,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1
"10787",44,4,44,1,2,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10788",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"10789",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,1,2,1,1,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10790",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1
"10791",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10792",23,2,23,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10793",23,2,23,1,2,1,1,2,2,1,2,2,2,2,3,3,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1
"10794",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"10796",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10797",22,2,22,1,2,1,1,2,1,1,2,2,2,1,3,3,3,2,1,1,2,1,1,1,2,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1
"10799",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"10800",31,3,31,1,2,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10803",41,4,41,1,1,1,1,1,2,1,2,2,2,1,3,3,3,2,2,1,2,2,1,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"10804",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"10805",11,1,11,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"10806",21,2,21,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"10807",21,2,21,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10810",21,2,21,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"10811",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10812",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
"10813",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"10814",42,4,43,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
